# This is control.dat
1 0
0.929788 0.368095
0.707107 0.707107
0.368095 0.929788
0 1
-0.368095 0.929788
-0.707107 0.707107
-0.929788 0.368095
-1 0
-0.929788 -0.368095
-0.707107 -0.707107
-0.368095 -0.929788
0 -1
0.368095 -0.929788
0.707107 -0.707107
0.929788 -0.368095
4 4
-4 4
-4 -4
4 -4
3 4
2 4
1 4
1.10112e-11 4
-1 4
-2 4
-3 4
-4 3
-4 2
-4 1
-4 1.10112e-11
-4 -1
-4 -2
-4 -3
-3 -4
-2 -4
-1 -4
-1.10112e-11 -4
1 -4
2 -4
3 -4
4 -3
4 -2
4 -1
4 -1.10112e-11
4 1
4 2
4 3
-2.29603 1.50833
1.50833 2.29603
-1.50833 -2.29603
2.29603 -1.50833
0.49879 -2.52781
-0.49879 2.52781
-2.52781 -0.49879
2.52781 0.49879
1.67271 1.09878
-1.09878 1.67271
-1.67271 -1.09878
1.09878 -1.67271
1.96648 -0.4531
-0.453101 -1.96648
0.453101 1.96648
-1.96648 0.453101
-0.946358 -1.44074
1.44074 -0.946358
-1.44074 0.946358
0.946358 1.44074
-2.71363 -1.81225
1.81225 -2.71363
-1.81225 2.71363
2.71363 1.81225
1.67603 0.319698
0.319698 -1.67603
-0.319698 1.67603
-1.67603 -0.319698
0.499138 3.17437
-3.17437 0.499138
-0.499138 -3.17437
3.17437 -0.499138
-3.10974 2.54014
2.54014 3.10974
-2.54014 -3.10974
3.10974 -2.54014
1.44459 -0.275488
0.275488 1.44459
-1.44459 0.275488
-0.275488 -1.44459
-0.810089 1.23342
-1.23342 -0.810089
0.810089 -1.23342
1.23342 0.810089
-3.11897 1.27184
1.27184 3.11897
-1.27184 -3.11897
3.11897 -1.27184
-3.04715 -1.08317
3.04715 1.08317
1.08317 -3.04715
-1.08317 3.04715
-2.32321 -1.15798
-1.97119 -1.71728
2.32321 1.15798
1.97119 1.71728
1.15798 -2.32321
1.71728 -1.97119
-1.15798 2.32321
-1.71728 1.97119
-3.15883 -2.47307
2.47307 -3.15883
-2.47307 3.15883
3.15883 2.47307
-2.47688 0.831629
0.831629 2.47688
-0.831629 -2.47688
2.47688 -0.831629
0.301641 -3.23663
3.23663 0.301641
-3.23663 -0.301641
-0.301641 3.23663
-1.08343 0.715453
0.715453 1.08343
-0.715453 -1.08343
1.08343 -0.715453
-2.57899 0.149599
0.149599 2.57899
-0.149599 -2.57899
2.57899 -0.149599
-0.24614 1.27353
-1.27353 -0.24614
0.24614 -1.27353
1.27353 0.24614
-0.709451 2.03005
-2.03005 -0.709451
2.03005 0.709451
0.709451 -2.03005
2.27937 2.3675
-2.3675 2.27937
-2.27937 -2.3675
2.3675 -2.27937
-1.57609 1.45244
-1.9624 1.07488
-1.45244 -1.57609
-1.07488 -1.9624
1.57609 -1.45244
1.9624 -1.07488
1.45244 1.57609
1.07488 1.9624
-3.31547 3.31547
3.31547 3.31547
-3.31547 -3.31547
3.31547 -3.31547
-2.09192 -0.0855563
-0.0855563 2.09192
0.0855563 -2.09192
2.09192 0.0855565
1.67377 -3.38394
-3.38394 -1.67377
-1.67377 3.38394
3.38394 1.67377
-2.97845 1.91998
1.91998 2.97845
-1.91998 -2.97845
2.97845 -1.91998
1.61735 -0.558254
1.79144 -0.617282
1.61642 -0.781789
1.44236 -0.723208
1.44348 -0.499381
1.61828 -0.334736
1.79231 -0.393904
-0.558254 -1.61735
-0.617282 -1.79144
-0.781789 -1.61642
-0.723208 -1.44236
-0.499382 -1.44348
-0.334737 -1.61828
-0.393904 -1.79231
-1.61735 0.558254
-1.79144 0.617282
-1.61642 0.781789
-1.44236 0.723208
-1.44348 0.499382
-1.61828 0.334737
-1.79231 0.393904
0.558254 1.61735
0.617282 1.79144
0.781789 1.61642
0.723208 1.44236
0.499382 1.44348
0.334737 1.61828
0.393904 1.79231
-1.2758 1.21049
-1.48573 1.1152
-1.53083 1.28385
-1.32088 1.37901
-1.06575 1.3057
-1.02094 1.13775
-1.23113 1.04198
-1.21049 -1.2758
-1.1152 -1.48573
-1.28385 -1.53083
-1.37901 -1.32088
-1.3057 -1.06575
-1.13775 -1.02094
-1.04198 -1.23113
1.2758 -1.21049
1.48573 -1.1152
1.53083 -1.28385
1.32088 -1.37901
1.06575 -1.3057
1.02094 -1.13775
1.23113 -1.04198
1.21049 1.2758
1.1152 1.48573
1.28385 1.53083
1.37901 1.32088
1.3057 1.06575
1.13775 1.02094
1.04198 1.23113
-0.743046 1.52763
-0.839489 1.674
-0.579667 1.6752
-0.482807 1.52869
-0.646224 1.38145
-0.906092 1.37951
-1.00241 1.52603
-1.52763 -0.743046
-1.674 -0.839489
-1.6752 -0.579667
-1.52869 -0.482807
-1.38145 -0.646224
-1.37951 -0.906092
-1.52603 -1.00241
1.52763 0.743046
1.674 0.839489
1.6752 0.579667
1.52869 0.482808
1.38145 0.646225
1.37951 0.906092
1.52603 1.00241
0.743046 -1.52763
0.839489 -1.674
0.579667 -1.6752
0.482808 -1.52869
0.646224 -1.38145
0.906092 -1.37951
1.00241 -1.52603
-1.16181 1.45259
-1.41714 1.52591
-1.25803 1.59937
-1.45259 -1.16181
-1.52591 -1.41714
-1.59937 -1.25803
1.16181 -1.45259
1.41714 -1.52591
1.25803 -1.59937
1.45259 1.16181
1.52591 1.41714
1.59937 1.25803
3.36574 -1.73066
3.65947 -1.97341
3.31896 -1.94668
3.02531 -1.70398
3.07215 -1.48793
3.41251 -1.51465
3.70622 -1.75738
1.73066 3.36574
1.97341 3.65947
1.94668 3.31896
1.70398 3.02531
1.48793 3.07215
1.51465 3.41251
1.75738 3.70622
-3.36574 1.73066
-3.65947 1.97341
-3.31896 1.94668
-3.02531 1.70398
-3.07215 1.48793
-3.41251 1.51465
-3.70622 1.75738
-1.73066 -3.36574
-1.97341 -3.65947
-1.94668 -3.31896
-1.70398 -3.02531
-1.48793 -3.07215
-1.51465 -3.41251
-1.75738 -3.70622
2.15344 3.36278
2.18015 3.70333
2.3602 3.4066
2.33344 3.06596
2.12673 3.02219
-2.15344 -3.36278
-2.18015 -3.70333
-2.3602 -3.4066
-2.33344 -3.06596
-2.12673 -3.02219
3.36278 -2.15344
3.70333 -2.18015
3.4066 -2.3602
3.06596 -2.33344
3.02219 -2.12673
-3.36278 2.15344
-3.70333 2.18015
-3.4066 2.3602
-3.06596 2.33344
-3.02219 2.12673
1.12776 -0.216248
1.16252 -0.0885656
1.2991 -0.185633
1.2768 -0.306034
1.11226 -0.343722
0.977221 -0.248283
1 -0.123899
-0.216251 -1.12775
-0.248283 -0.977221
-0.123899 -1
-0.0885686 -1.16252
-0.185634 -1.2991
-0.306036 -1.2768
-0.343722 -1.11226
0.216251 1.12775
0.248283 0.977221
0.123899 1
0.0885686 1.16252
0.185634 1.2991
0.306036 1.2768
0.343722 1.11226
-1.12775 0.216251
-0.977221 0.248283
-1 0.123899
-1.16252 0.0885686
-1.2991 0.185634
-1.2768 0.306036
-1.11226 0.343722
0.96074 0.631478
0.879681 0.494662
0.804738 0.609476
0.890768 0.754356
1.06207 0.776766
1.13432 0.665943
1.04704 0.517353
-0.631478 0.96074
-0.494662 0.879681
-0.609476 0.804738
-0.754356 0.890768
-0.776765 1.06207
-0.665942 1.13432
-0.517352 1.04704
-0.96074 -0.631478
-0.879681 -0.494662
-0.804738 -0.609476
-0.890768 -0.754356
-1.06207 -0.776765
-1.13432 -0.665942
-1.04704 -0.517352
0.631478 -0.96074
0.494662 -0.879681
0.609476 -0.804738
0.754356 -0.890768
0.776766 -1.06207
0.665942 -1.13432
